0|1
01|1
010|2
02|1
03|1
04|1
05|2
06|3
07|1
075|1
09|1
1|1
10|1
100|1
1000|1
10000|1
100000|1
1002|1
1003|1
1005|1
101|1
1010|1
1012|1
102|1
1020|1
1021|1
1022|1
1024|1
1025|1
1028|1
103|1
103000|1
1031|1
1037|1
104|1
1040|1
1042000|1
1044|1
105|1
1050|1
1057|1
1059|1
106|1
106000|1
1062|1
10625|1
1063000|1
1066|1
1067|1
1068000|1
1069000|1
107|1
107000|1
108|1
1083|1
1085|1
1087|1
109|1
1093|1
1096332|1
10day|1
10year|1
11|1
110|1
1100|1
110000|1
1100000|1
1109000|1
111|1
1110|1
1111|1
112|1
1123|1
1125|1
113|1
1134|1
114|1
114000|1
1141|1
1142|1
1146|1
1149|1
115|1
1150|1
115000|1
116|1
1160|1
117|1
1172|1
118|1
118000|1
1185|1
119|1
119000|1
1194|1
11th|1
12|1
120|1
1200|2
12000|1
120000|3
1201|1
1204|1
121|1
1212|2
12125|1
1213|1
1214|1
1218|1
122|1
1220000|1
123|1
1234|1
1235|1
1238|1
124|1
124150|4
125|1
1250|1
125000|1
126|1
1267|1
1268|1
127|1
1270|1
127000|1
1278|1
128|1
1284|1
1288000|1
129|1
12nation|1
12point|1
12th|1
13|1
130|1
1300|1
13000|1
130000|1
1300000|1
131|1
1311|1
1312|1
132|1
1320|1
132000|1
1323|1
1324|1
1325|1
1328|1
133|1
1332000|1
1335|1
134|1
134000|1
135|1
1350|2
136|1
136000|1
137|1
1378|1
138|1
139|1
1395|1
1397|1
13member|1
13nation|1
13week|1
13year|1
14|1
140|1
1400|1
14000|1
140000|1
1404|1
141|1
142|1
1420|1
1420000|1
1422|1
1425000|1
143|2
1430|1
1435|1
144|1
1445|1
145|2
1450|1
146|1
1460|1
1466|2
147|1
1470|1
1471257|1
1474|1
148|1
1485|1
149|1
1494|1
1495|1
15|1
150|1
1500|1
15000|1
150000|1
1500000|1
1501|1
1504|1
1506000|1
151|1
151349|4
1514|1
1518|1
152|1
1523|1
1523000|1
1524|1
1525|4
153|1
1532|1
1538000|1
154|1
1542|1
1544000|1
1545|1
1546|1
155|1
1550|1
1551|1
1557|1
156|1
157|1
1575|1
1579|1
158|4
1581|1
15865|1
15870|1
159|1
15member|1
16|1
160|1
1600|3
16000|1
160000|1
1600000|2
1602|1
161|1
1619000|1
162|1
1625|1
163|1
1635|3
164|1
1647481|1
165|2
1650|2
165000|1
1655|1
166|1
1660|1
1661000|1
1663|1
1667|1
1669|1
167|1
1675|2
168|1
1685|1
169|1
1698|1
16th|1
17|1
170|1
1700|1
17000|1
170000|1
171|1
172|2
1725|1
173|1
1730|1
173000|1
1730000|1
1735|1
173500|1
174|1
1741437|1
175|1
1750|4
175190|2
176|1
1760|1
1763|1
1764|1
177|1
1775|1
178|1
1780|1
1782|1
1785|1
178500|1
179|1
18|2
180|1
180000|1
1800000|1
180day|1
181|1
1810|1
1815|1
181900|2
182|1
1825|2
182day|4
183|1
184|1
184000|1
185|1
185000|1
186|1
1862|1
187|1
188|1
1888|1
189|1
1892|1
19|1
190|1
1900|2
19000|1
1905|1
191|1
191270|2
1914|1
1915|1
192|1
1924000|1
193|1
1930|1
1933|1
1935|1
194|1
1948|1
195|1
1950s|1
196|1
1967|1
1968|1
197|1
1970|1
1970s|1
1971|1
197374|1
1975|1
1976|2
1977|1
1978|1
1979|1
198|1
1980|1
1980s|1
1981|1
1982|2
1983|1
1984|1
198485|1
1985|3
198586|3
1985s|1
1986|2
198687|4
1986s|1
1987|1
198788|1
1988|1
198889|1
1989|1
199|1
1990|1
1990s|1
1991|1
1992|1
1993|1
1994|1
1995|1
1996|1
1997|1
1998000|1
1st|1
2|1
20|1
200|1
2000|1
20000|1
200000|1
201|1
2010|1
2011|1
2014|1
2015|1
202|1
2024|1
2025|1
203|1
203000|1
204|1
205|1
206|1
2063000|1
2066|1
207|1
208|1
209|1
20month|1
20s|1
20year|1
21|1
210|1
2100|1
21000|1
210000|1
211|1
212|1
213|1
2131|1
214|1
215|1
2150|1
216|1
216000|1
217|1
218|1
219|1
2195|3
22|1
220|1
2200000|1
221|1
221000|2
222|1
2223|1
2223000|1
223|1
224|1
2248|1
225|1
2250|1
225000|1
2255|1
226|1
2266000|1
227|1
2275|1
228|1
229|1
23|1
230|1
23000|1
230000|1
231|1
231000|1
232|1
233|1
2330000|1
2338|1
234|1
235|1
235000|1
2369|1
237|1
2375844|1
238|1
2389000|1
239|1
24|1
240|1
2400|1
24000|1
240000|2
2400000|2
241|1
242|1
243|1
244|1
245|1
245000|1
2454|1
2455000|1
246|1
2460|1
247|1
248|1
249|1
24hours|1
24inch|1
25|1
250|2
2500|2
25000|1
250000|1
2500000|1
2506000|1
251|1
252|1
2521000|1
2525|1
253|1
254|1
255|1
256|1
2560|1
256000|1
257|1
258|1
259|1
25th|1
26|1
260|1
2600|1
260000|1
2601000|1
260500|1
261|1
262|1
2625|1
263|3
2633|1
264|1
265|1
266|1
267|1
2679|1
268|1
269000|1
2691|1
27|1
270|1
270000|1
271|1
271288|2
272|1
273|1
274|1
274294|2
275|2
276|1
277|1
278|1
279|1
28|1
280|1
280000|1
283|1
2830|1
285|1
285000|1
286|1
287|1
288|1
2885000|1
289|1
289360|2
28day|1
29|1
290|2
290000|1
2900000|2
291|1
292000|1
2925000|1
293|1
293000|1
294|1
294000|2
2941|2
295|1
295344|2
296|1
297|1
299|1
299000|1
299838|1
2for1|1
2nd|1
3|1
30|1
300|1
3000|2
30000|1
300000|1
3000000|1
301|1
30123|2
30174|2
3018|1
302|1
30273|2
303|1
304|1
305|1
30625|1
3069|1
307|1
3070|1
308|1
3081000|1
309|1
30day|2
31|1
310|1
310000|1
311000|1
312|1
3128|1
313|1
313000|1
314|1
314000|1
315|1
316|1
317|1
318|1
318000|1
319|1
319000|1
32|1
320|1
32000|1
3200000|1
322|1
323|1
324|1
325|1
326|1
327|1
327000|1
3272|1
328|1
329|1
33|1
330|1
3300000|1
331|1
331000|1
332|1
333|1
334|1
335|1
336|1
336000|1
337|1
338|1
338000|1
339|1
3398000|1
33p|1
34|1
340|2
341|1
3410|1
342|1
343|1
3434|1
344|1
345|1
345360|2
347|1
347000|1
3478|1
349|1
35|2
350|2
3500|1
35000|1
350000|1
3500000|1
350360|4
351|1
352|1
3521|1
353|1
354|1
355|1
356|1
357|1
358|1
358000|1
359|2
36|1
360|1
360000|1
3600000|1
361|1
363|1
364|1
364day|4
364p|1
365|1
3650|2
366|1
369000|1
37|1
370|1
37000|1
370000|1
371|1
373|1
374|1
375|1
375000|1
3756000|1
377|1
378|1
379|1
38|1
380|1
380000|1
3809|1
381|1
382|1
382000|1
383|1
384|1
385|1
386|1
387|1
387000|1
39|1
390|1
3900000|1
3912000|1
392|1
393|2
394|1
395|1
396|1
397|1
3971000|1
398|1
399|1
3for2|2
3rd|1
4|1
40|1
400|1
4000|5
40000|1
400000|1
401|1
4029|1
403|1
4036000|1
404|1
405|1
4050|1
4054000|1
407|1
409|1
40mln|1
41|1
410|1
410000|1
411|1
412|1
413|2
41316|1
4133|1
414|1
415|1
416|1
418|1
419|1
4191|1
42|1
420|1
4200|1
420000|1
421|1
422|1
423|1
424|1
425|1
427|1
428|1
429|1
43|1
430|2
431|1
433|2
435|1
435000|1
436|1
437000|1
44|1
440|1
440000|1
4400000|2
441|1
442|1
442420|1
4425|1
443|1
444|1
445|2
445000|1
448|1
44913|1
45|1
450|1
4500|2
45000|1
452|1
452000|1
454000|1
455|1
456|1
457|1
459000|1
46|1
460|1
46000|1
464|1
465|1
466|1
467|1
467000|1
469|1
47|1
470|1
4700000|1
471|1
472|1
474|2
475|1
476|1
476000|1
478|1
479|1
48|1
480000|1
481|1
483|1
485|1
487|1
4885000|1
49|1
4918|1
492|1
493|1
496|1
499|1
4th|1
5|1
50|2
500|2
5000|1
50000|1
500000|1
501|1
502|1
503|1
505|1
5050|1
506|1
507|1
508000|1
509|1
50day|1
51|1
510|1
510000|2
511|1
5116|1
512|2
5120000|2
513|2
514|2
515|1
51516|2
516|1
519|1
52|1
524|1
526|1
527|1
527000|2
528|1
529|1
53|1
531|1
532|1
533|2
534|1
535|1
536|1
537|1
538|1
538000|1
54|1
540|1
54000|1
540000|1
5429000|1
545|1
546|1
547|1
549|1
55|1
550|1
55000|1
552|1
553|1
556|1
558|1
559|2
56|1
560|1
5600000|1
561|1
563|2
563000|1
564|1
564p|1
565|1
566|1
567|1
569|1
57|1
570|1
57000|1
570000|1
573000|1
574|1
575|1
58|1
580|2
58000|1
581|1
582|1
583|1
585|1
586|1
588|2
5881000|1
59|1
590|1
592|1
593|1
597|1
598|3
599|2
6|1
60|1
600|1
6000|1
60000|1
600000|1
601|1
605|2
608|2
609000|1
61|1
610|1
612|1
613|1
614|1
615|1
617|1
61763|2
618|1
62|1
620|1
6200000|1
621|1
623|1
624|1
625|1
628|1
6290|1
63|1
630|3
63000|1
631|1
6316|1
632|1
632000|1
633|1
634|1
636|1
638|1
64|1
640|1
643|1
645|1
647|1
65|1
650|1
65000|1
651|1
651000|1
653|1
654|1
658|1
66|1
660|1
660000|1
662|1
664|1
665|1
667|1
67|1
6700000|1
671|1
6716|1
672|1
674|1
6745|1
675|1
6770|1
678|1
679000|1
68|1
682|1
686|1
688|1
69|1
692|1
693|1
695|1
6966000|1
697|1
698|1
6p|1
7|1
70|1
700|1
7000|1
70000|1
700000|1
7005000|1
704|3
705|1
7088|1
71|1
710|1
71000|1
712|2
713|2
714|1
715|1
716|1
718|1
72|1
720|1
72000|1
723|1
724|1
725|1
727|1
73|1
730|1
73000|1
733|1
734|1
734000|1
735|1
738|1
74|1
741|1
741000|1
742|1
745|1
75|1
750|1
75000|1
750000|1
752|1
753|2
754|1
756|1
757|1
758|1
76|1
760|1
76000|1
765|1
766|1
768000|1
768683|1
77|1
775|1
776|1
78|1
781|1
784000|1
785|1
789|1
79|1
790000|1
794711|1
8|1
80|1
800|1
8000|1
80000|1
800000|1
8007|1
801000|1
8013000|1
803085|1
807|1
809000|1
81|1
810|1
812|1
814|1
816|1
819|1
82|1
822|1
825|1
83|1
830|1
83000|2
832|1
834|4
838|1
84|1
840000|1
84400|1
85|6
850|1
8500|1
85000|1
851|1
8515|1
855000|1
856|1
858|1
859|2
86|1
860000|1
862|1
866|1
867|1
868|1
869|2
87|1
870|1
87000|1
870000|1
874|1
875|2
8750|1
875000|1
88|1
88000|1
880000|1
881|1
882|1
89|1
89123|1
895000|1
9|1
90|1
900|1
9000|1
900000|1
901000|1
902000|1
9025|1
906|1
908|1
90day|1
91|1
91000|1
911000|1
9125|1
914|2
916|1
919|1
91day|9
92|1
920|1
9200000|1
921000|1
923|1
925|1
9250|1
927|1
928|1
93|1
931|1
93157|1
9333000|1
934|3
94|1
940000|1
942|1
948000|1
95|1
950|1
95261|2
954|1
957|1
96|1
96000|1
962|1
964|1
965|1
97|1
973|1
978|1
98|1
985|1
986|1
988000|1
99|1
99000|1
9909000|1
991|1
993|1
9936000|1
997|1
9978|1
999|1
ab|1
abandoned|1
abandoning|3
abdelaziz|1
abdul|1
abdulaziz|1
abdulla|1
abdulrahim|1
abe|4
abes|1
abide|1
abiding|1
ability|1
able|1
abolished|1
abroad|1
abs|1
absb|1
absence|1
absolute|1
absolutely|1
absorb|1
absorbed|1
absorbing|1
abu|11
abuses|2
abusive|1
academy|1
accelerate|1
accelerated|1
accept|1
acceptable|1
acceptance|2
accepted|1
accepting|1
access|1
accession|1
accessories|1
accident|2
accommodation|1
accompanied|1
accompany|1
accompanying|1
accomplish|1
accomplished|1
accomplishments|1
accord|2
accordance|1
according|1
accords|1
account|2
accounted|2
accounting|2
accounts|1
accrued|1
accumulated|1
accumulating|1
accumulation|1
accused|1
achieve|1
achieved|2
achieving|1
acid|2
acknowledged|1
acknowledging|1
acquire|2
acquired|1
acquirers|1
acquires|1
acquiring|1
acquisition|1
acquisitions|1
acquisiton|2
acqusition|1
acre|1
acres|1
across|1
acrosstheboard|1
act|1
acted|2
acting|1
action|1
actions|1
active|1
actively|1
activities|1
activity|1
acton|1
acts|1
actual|1
actually|1
adams|3
adapt|1
add|2
added|1
addedif|1
adding|1
addition|1
additional|1
additionally|1
additions|1
address|1
addressed|1
addressing|1
adds|1
adelaide|2
adequate|1
adhere|9
adhered|1
adherence|1
adhering|1
adjourn|1
adjust|2
adjusted|1
adjustment|3
adjustments|2
adjusts|1
administration|2
administrations|1
administrative|3
admission|2
admit|1
admitted|1
adobe|1
adopt|1
adopted|1
adopting|1
adoption|1
adopts|1
adsas|1
adsteam|42
adsteams|3
advance|1
advanced|1
advances|1
advantage|1
advantageous|1
advantages|1
adverse|1
adversely|1
advertisement|1
advertising|1
advice|1
advised|1
adviser|2
advisers|1
advises|1
advising|1
advisor|1
advisors|1
advisory|1
advocate|1
advocated|1
aeg|1
aegean|8
aerial|1
aerojet|1
aerospace|1
affairs|1
affect|1
affected|1
affecting|2
affects|1
affiliate|1
affiliated|1
affiliates|1
affiliation|1
affirmative|1
afford|1
afg|4
aflcio|1
afraid|1
africa|6
african|1
africas|2
afternoon|1
aftertax|1
afterwards|1
ag|1
agencies|1
agency|1
agencys|1
agenda|1
agent|1
agents|1
aggravation|1
aggregate|1
aggregates|6
aggressive|1
aggressively|1
agip|2
ago|1
agree|1
agreed|2
agreeing|1
agreement|5
agreements|2
agrees|1
agricultural|24
agriculture|1
agrio|2
ags|1
aguarico|2
ahead|1
ahm|1
ahmanson|1
ahmed|1
aid|8
aide|1
aides|1
aids|1
ailing|1
aim|1
aimed|1
aiming|1
aims|1
air|1
airbus|4
aircraft|1
airline|6
airlines|6
airport|1
airways|1
aker|2
akiman|2
akron|1
akzo|10
akzoas|1
al|2
ala|1
alaam|1
alan|1
alarmed|1
alaska|3
alaskan|1
alaskas|1
albany|1
albeit|1
albert|1
alberta|1
alchalabi|2
alchalaby|2
ald|1
alex|3
alexandria|3
alfred|1
algeria|1
algerian|3
algiers|2
ali|4
alice|1
alkhalifa|1
allcash|1
allegations|1
allege|1
alleged|1
allegedly|1
alleges|1
alleghany|3
allegheny|26
allegiance|1
alleging|1
allegis|24
allen|1
alliance|1
allied|2
alliedsignal|3
allies|1
allocated|2
allocation|6
allocations|1
allotted|1
allout|1
allow|1
allowable|1
allowance|6
allowed|3
allowing|2
allows|1
ally|1
almost|1
alone|1
along|1
aloteiba|1
alpharetta|1
alqabas|1
alrai|1
already|2
alriyadh|1
alsabah|1
alsalim|1
also|1
alsthom|1
alter|1
altered|1
alternate|1
alternative|1
alternatives|1
although|1
alto|1
altogether|1
aluminium|1
aluminum|1
alusuisse|9
aluzz|1
alvite|2
alwattari|24
always|1
